Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
Listo. Formato de comando: <etiqueta> <numero_de_ventanas>
Ejemplo: reposo 20
INICIO_VENTANA reposo
ax,ay,az,gx,gy,gz
-0.0201,-0.0338,1.0201,5.7983,2.9297,-0.1221
-0.0194,-0.0341,1.0203,5.8594,2.7466,-0.4272
-0.0197,-0.0343,1.0211,5.7983,2.8687,-0.3052
-0.0188,-0.0345,1.0217,5.6763,2.6245,-0.3662
-0.0203,-0.0337,1.0216,5.7983,2.7466,-0.6104
-0.0219,-0.0338,1.0221,5.8594,2.8687,-0.7935
-0.0195,-0.0344,1.0216,5.7983,2.8687,-0.6714
-0.0210,-0.0338,1.0195,5.9204,2.9297,-0.9766
-0.0198,-0.0341,1.0210,5.7373,2.6855,-0.7935
-0.0200,-0.0332,1.0223,5.9814,2.9297,-0.8545
-0.0208,-0.0333,1.0232,5.8594,2.9907,-0.7324
-0.0209,-0.0332,1.0222,5.7373,2.6855,-0.4272
-0.0200,-0.0348,1.0204,5.6763,2.6245,-0.4272
-0.0201,-0.0331,1.0219,5.6763,2.7466,-0.3662
-0.0198,-0.0342,1.0199,5.6152,2.8076,-0.3662
-0.0190,-0.0333,1.0214,5.9814,2.9297,-0.3052
-0.0200,-0.0341,1.0215,5.7983,2.7466,-0.4272
-0.0205,-0.0344,1.0217,5.7373,2.7466,-0.7324
-0.0212,-0.0343,1.0221,5.9204,2.8076,-0.9155
-0.0206,-0.0345,1.0211,5.7983,2.8687,-0.8545
-0.0197,-0.0349,1.0212,5.7373,2.8076,-0.7935
-0.0197,-0.0350,1.0210,5.9204,2.9297,-0.7324
-0.0210,-0.0338,1.0228,5.8594,2.8076,-0.8545
-0.0184,-0.0336,1.0216,5.7373,2.8076,-0.4272
-0.0200,-0.0336,1.0215,5.7373,2.7466,-0.4883
-0.0206,-0.0342,1.0205,5.6152,2.7466,-0.4883
-0.0204,-0.0342,1.0187,5.8594,2.8076,-0.4272
-0.0200,-0.0345,1.0193,5.6763,2.7466,-0.4272
-0.0210,-0.0337,1.0193,5.8594,2.8687,-0.5493
-0.0199,-0.0336,1.0219,5.9204,2.6855,-0.8545
-0.0208,-0.0332,1.0216,5.9204,2.9297,-0.4883
-0.0189,-0.0345,1.0219,5.6763,2.8076,-0.3052
-0.0214,-0.0343,1.0208,5.9204,2.8687,-0.6714
-0.0200,-0.0337,1.0217,5.7983,2.7466,-0.6714
-0.0203,-0.0341,1.0206,5.9204,2.6855,-0.7324
-0.0204,-0.0344,1.0203,5.8594,2.6855,-0.4272
-0.0214,-0.0336,1.0219,5.7373,2.8687,-0.5493
-0.0205,-0.0347,1.0212,5.7373,2.5024,-0.4272
-0.0208,-0.0334,1.0226,5.7983,2.6245,-0.6104
-0.0210,-0.0338,1.0223,5.7373,2.6855,-0.6714
-0.0204,-0.0349,1.0217,5.6152,2.6855,-0.4883
-0.0211,-0.0337,1.0210,5.5542,2.6855,-0.3662
-0.0203,-0.0339,1.0201,5.9814,2.7466,-0.7324
-0.0216,-0.0341,1.0219,5.6763,2.6855,-0.6104
-0.0198,-0.0334,1.0206,5.9814,2.9907,-0.6714
-0.0210,-0.0336,1.0204,5.6763,2.6855,-0.4883
-0.0217,-0.0336,1.0206,5.8594,2.8076,-0.3662
-0.0203,-0.0336,1.0206,5.7983,2.6245,-0.4883
-0.0210,-0.0330,1.0209,5.7373,2.6855,-0.4272
-0.0212,-0.0325,1.0204,5.9204,2.6855,-0.4272
-0.0201,-0.0333,1.0226,5.7983,2.8076,-0.4883
-0.0204,-0.0348,1.0205,5.8594,2.8687,-0.4272
-0.0214,-0.0338,1.0211,5.8594,2.8687,-0.6714
-0.0209,-0.0344,1.0200,5.9204,2.7466,-0.8545
-0.0208,-0.0338,1.0204,6.0425,2.7466,-0.7935
-0.0209,-0.0323,1.0210,5.6152,2.7466,-0.5493
-0.0217,-0.0337,1.0205,5.7983,2.7466,-0.6104
-0.0204,-0.0338,1.0221,5.6763,2.6855,-0.6104
-0.0200,-0.0350,1.0198,5.9204,2.7466,-0.7324
-0.0211,-0.0332,1.0200,5.7373,2.5024,-0.6104
-0.0208,-0.0334,1.0203,5.8594,2.8076,-0.3052
-0.0195,-0.0339,1.0220,5.6763,2.6245,-0.1221
-0.0212,-0.0332,1.0200,5.6763,2.6245,-0.3662
-0.0203,-0.0342,1.0201,5.7373,2.7466,-0.3662
-0.0203,-0.0339,1.0206,5.8594,2.8076,-0.5493
-0.0203,-0.0345,1.0203,5.9204,2.8687,-0.6714
-0.0206,-0.0336,1.0197,5.7373,2.8076,-0.6104
-0.0200,-0.0344,1.0211,5.8594,2.8687,-0.6104
-0.0211,-0.0341,1.0208,5.6152,2.5024,-0.4883
-0.0210,-0.0341,1.0204,5.7983,2.6855,-0.5493
-0.0208,-0.0330,1.0203,5.6763,2.6855,-0.6104
-0.0208,-0.0328,1.0203,5.7983,2.6855,-0.3052
-0.0198,-0.0331,1.0215,5.4932,2.7466,-0.5493
FIN_VENTANA
INICIO_VENTANA arriba
-0.0214,-0.0330,1.0215,5.8594,2.6855,-0.6714
-0.0199,-0.0333,1.0214,5.5542,2.8076,-0.4883
-0.0205,-0.0339,1.0212,5.9814,2.8076,-0.3052
-0.0211,-0.0332,1.0221,5.6152,2.6245,-0.3052
-0.0203,-0.0330,1.0223,5.8594,2.6855,-0.4883
-0.0211,-0.0326,1.0211,5.8594,2.7466,-0.5493
-0.0211,-0.0347,1.0201,5.8594,2.7466,-0.4883
-0.0208,-0.0333,1.0223,5.7373,2.6855,-0.5493
-0.0214,-0.0336,1.0232,5.8594,2.8687,-0.5493
-0.0199,-0.0328,1.0228,5.9204,2.8687,-0.4272
-0.0208,-0.0345,1.0200,5.6763,2.7466,-0.3052
-0.0217,-0.0336,1.0232,5.7983,2.8076,-0.4272
-0.0220,-0.0344,1.0208,5.6152,2.7466,-0.6104
-0.0199,-0.0333,1.0211,5.7373,2.7466,-0.5493
-0.0204,-0.0339,1.0222,5.7373,2.7466,-0.6104
-0.0208,-0.0344,1.0198,5.6152,2.8076,-0.6104
-0.0205,-0.0330,1.0229,5.9204,2.8076,-0.6714
-0.0210,-0.0347,1.0199,5.5542,2.8687,-0.6104
-0.0209,-0.0331,1.0240,5.6763,2.7466,-0.6714
-0.0205,-0.0332,1.0237,5.9204,2.7466,-0.4272
-0.0204,-0.0347,1.0187,5.8594,2.6855,-0.4883
-0.0210,-0.0337,1.0228,5.7983,2.7466,-0.5493
-0.0221,-0.0349,1.0198,5.8594,2.7466,-0.3662
-0.0223,-0.0339,1.0233,5.8594,2.8687,-0.6714
-0.0208,-0.0343,1.0188,5.7983,2.8076,-0.6714
-0.0217,-0.0325,1.0239,5.9814,2.7466,-0.5493
-0.0217,-0.0339,1.0243,5.9204,2.9297,-0.5493
-0.0212,-0.0345,1.0204,5.7373,2.8076,-0.4883
-0.0205,-0.0338,1.0221,5.6763,2.6855,-0.6714
-0.0210,-0.0345,1.0192,5.7983,2.7466,-0.4883
-0.0208,-0.0337,1.0244,5.9814,2.6245,-0.7324
-0.0209,-0.0339,1.0238,5.9204,2.8687,-0.7935
-0.0214,-0.0344,1.0198,5.8594,2.9907,-0.4272
-0.0209,-0.0332,1.0245,5.7373,2.8687,-0.4883
-0.0214,-0.0344,1.0217,5.8594,2.6855,-0.5493
-0.0206,-0.0334,1.0227,5.7373,2.7466,-0.3662
-0.0205,-0.0337,1.0212,5.6152,2.6245,-0.3052
-0.0214,-0.0336,1.0227,5.7373,2.6855,-0.2441
-0.0208,-0.0337,1.0220,5.6763,2.6855,-0.4272
-0.0212,-0.0343,1.0201,5.9204,2.6855,-0.6104
-0.0215,-0.0343,1.0239,5.7373,2.6245,-0.6104
-0.0206,-0.0334,1.0211,6.0425,2.8076,-0.7935
-0.0208,-0.0341,1.0206,5.6152,2.6245,-0.5493
-0.0201,-0.0337,1.0220,5.9204,2.7466,-0.7324
-0.0206,-0.0339,1.0211,5.6763,2.9297,-0.3052
-0.0217,-0.0328,1.0250,5.8594,2.8076,-0.6714
-0.0201,-0.0325,1.0217,5.9204,2.8687,-0.4883
-0.0208,-0.0338,1.0231,5.7983,2.6855,-0.7324
-0.0221,-0.0341,1.0205,5.7983,2.8076,-0.6104
-0.0208,-0.0332,1.0214,5.7983,2.6855,-0.6714
-0.0212,-0.0337,1.0239,5.7373,2.8687,-0.5493
-0.0212,-0.0328,1.0232,5.7373,2.7466,-0.7324
-0.0208,-0.0337,1.0222,5.6763,2.6245,-0.7935
-0.0211,-0.0337,1.0211,5.8594,2.8687,-0.6104
-0.0208,-0.0336,1.0240,5.9204,2.9297,-0.3662
-0.0208,-0.0334,1.0240,5.7373,2.6855,-0.3662
-0.0204,-0.0342,1.0216,5.9204,2.8076,-0.6714
-0.0198,-0.0328,1.0215,5.7373,2.9297,-0.6104
-0.0204,-0.0338,1.0217,5.7983,2.8076,-0.6714
-0.0208,-0.0338,1.0228,5.9814,2.8687,-0.7324
-0.0206,-0.0330,1.0227,5.4932,2.8076,-0.7935
-0.0209,-0.0339,1.0221,5.7373,2.7466,-0.4883
-0.0206,-0.0339,1.0211,5.7983,2.8076,-0.4272
-0.0211,-0.0348,1.0211,5.5542,2.6855,-0.2441
-0.0209,-0.0344,1.0222,5.7983,2.8687,-0.6714
-0.0209,-0.0338,1.0222,5.6763,2.5635,-0.8545
-0.0205,-0.0333,1.0228,5.6152,2.8687,-0.8545
-0.0203,-0.0342,1.0201,5.9204,2.6855,-0.9155
-0.0214,-0.0338,1.0208,5.8594,2.6245,-0.9155
-0.0199,-0.0336,1.0234,5.8594,2.5635,-1.3428
-0.0238,-0.0331,1.0220,5.7983,2.7466,-1.8921
-0.0217,-0.0328,1.0232,5.7983,2.6855,-1.0376
-0.0203,-0.0347,1.0210,5.7373,2.8687,-0.3662
-0.0209,-0.0348,1.0212,6.1646,2.8076,-0.6104
-0.0211,-0.0330,1.0223,5.7983,2.6855,-0.4883
-0.0206,-0.0342,1.0210,5.7983,2.7466,-0.4883
-0.0204,-0.0343,1.0214,5.6763,2.8687,-0.3052
-0.0210,-0.0338,1.0206,5.8594,2.9297,-0.4883
-0.0205,-0.0337,1.0226,5.6152,2.6855,-0.4883
-0.0201,-0.0347,1.0215,5.8594,2.7466,-0.6104
-0.0208,-0.0337,1.0214,5.9204,2.7466,-0.5493
-0.0199,-0.0327,1.0212,5.7373,2.8076,-0.3662
-0.0209,-0.0342,1.0221,5.7373,2.8076,-0.6104
-0.0212,-0.0333,1.0216,5.6763,2.7466,-0.7935
-0.0211,-0.0344,1.0214,5.6152,2.8076,-0.7324
-0.0203,-0.0348,1.0209,5.4932,2.6245,-0.6714
-0.0197,-0.0332,1.0217,5.7373,2.8076,-0.6714
-0.0206,-0.0337,1.0216,5.7983,2.7466,-0.5493
-0.0220,-0.0345,1.0216,5.9204,2.7466,-0.6714
-0.0209,-0.0327,1.0227,5.7373,2.6245,-0.6714
-0.0206,-0.0325,1.0240,5.7983,2.5635,-0.4883
-0.0211,-0.0323,1.0239,5.6763,2.8076,-0.3662
-0.0214,-0.0341,1.0212,5.8594,2.3804,-0.3052
-0.0212,-0.0331,1.0240,5.7983,2.6855,-0.6714
-0.0219,-0.0338,1.0222,5.6152,2.7466,-0.4883
-0.0206,-0.0341,1.0231,5.9204,2.6855,-0.4883
-0.0215,-0.0341,1.0208,5.6152,2.4414,-0.4883
-0.0215,-0.0341,1.0225,5.8594,2.8076,-0.6714
-0.0212,-0.0330,1.0228,5.8594,2.8687,-0.8545
-0.0222,-0.0327,1.0219,5.7373,2.5635,-0.4883
FIN_VENTANA
INICIO_VENTANA arriba
-0.0221,-0.0339,1.0192,5.9204,2.8076,-0.6714
-0.0206,-0.0334,1.0200,5.8594,2.7466,-0.6104
-0.0223,-0.0331,1.0214,5.8594,2.5635,-0.5493
-0.0192,-0.0238,1.0262,5.6152,2.8076,-0.4883
-0.0149,-0.0314,1.0193,5.7373,2.6855,-0.6104
-0.0190,-0.0349,1.0170,5.8594,2.7466,-0.6104
-0.0148,-0.0394,1.0115,5.4932,2.6855,-0.4272
-0.0164,-0.0398,1.0155,5.7983,2.5635,-0.5493
-0.0179,-0.0381,1.0201,5.6763,2.6855,-0.5493
-0.0203,-0.0366,1.0199,5.9204,2.8076,-0.4272
-0.0199,-0.0337,1.0179,5.7983,2.6855,-0.3662
-0.0214,-0.0348,1.0143,5.8594,2.8687,-0.4883
-0.0259,-0.0342,1.0239,5.9204,2.9907,-0.1831
-0.0212,-0.0331,1.0220,5.7373,2.6855,-0.6714
-0.0220,-0.0341,1.0211,5.6763,2.6855,-0.7935
-0.0205,-0.0354,1.0138,5.7983,2.9297,-0.4883
-0.0225,-0.0330,1.0304,5.9204,2.7466,-0.7324
-0.0198,-0.0341,1.0259,5.7983,2.6855,-0.6714
-0.0197,-0.0377,1.0138,5.7373,2.7466,-0.6714
-0.0242,-0.0348,1.0168,5.7373,2.5635,-0.1221
-0.0208,-0.0353,1.0215,5.6152,2.6855,-0.2441
-0.0198,-0.0341,1.0178,5.7983,2.7466,-0.5493
-0.0221,-0.0341,1.0200,5.6763,2.6245,-0.5493
-0.0208,-0.0332,1.0214,5.8594,2.6245,-0.5493
-0.0214,-0.0341,1.0200,5.6152,2.8076,-0.7935
-0.0211,-0.0350,1.0203,5.7983,2.6245,-0.7324
-0.0215,-0.0331,1.0206,5.8594,2.8076,-0.9766
-0.0208,-0.0347,1.0199,5.7983,2.8687,-0.7935
-0.0211,-0.0328,1.0223,5.7983,2.8076,-0.7324
-0.0212,-0.0352,1.0189,5.7373,2.8687,-0.6714
-0.0217,-0.0336,1.0214,5.8594,2.8076,-0.7324
-0.0219,-0.0336,1.0205,5.6152,2.7466,-0.4272
-0.0217,-0.0347,1.0211,5.6763,2.6855,-0.4272
-0.0228,-0.0342,1.0210,5.8594,2.6855,-0.6714
-0.0216,-0.0344,1.0206,5.7373,2.7466,-0.6104
-0.0206,-0.0334,1.0205,5.7983,2.8076,-0.6104
-0.0209,-0.0342,1.0209,5.7983,2.8076,-0.6714
-0.0203,-0.0348,1.0211,5.6763,2.8076,-0.5493
-0.0215,-0.0344,1.0209,5.6763,2.6245,-0.6714
-0.0210,-0.0332,1.0208,5.8594,2.8076,-0.7324
-0.0204,-0.0334,1.0210,5.7983,2.6245,-0.6104
-0.0214,-0.0344,1.0214,5.8594,2.5635,-0.6714
-0.0209,-0.0342,1.0203,5.5542,2.8687,-0.9766
-0.0204,-0.0342,1.0201,5.8594,2.6855,-0.6104
-0.0212,-0.0343,1.0173,5.7983,2.7466,-0.7935
-0.0201,-0.0343,1.0172,5.5542,2.5024,-0.6714
-0.0222,-0.0331,1.0220,5.7983,2.6855,-0.5493
-0.0216,-0.0331,1.0212,5.6763,2.7466,-0.6714
-0.0212,-0.0343,1.0205,5.9204,2.7466,-0.5493
-0.0219,-0.0347,1.0212,5.9204,2.7466,-0.3662
-0.0220,-0.0338,1.0200,5.7373,2.6855,-0.3052
-0.0209,-0.0334,1.0205,5.9204,2.8687,-0.4272
-0.0208,-0.0336,1.0212,5.7373,2.6855,-0.5493
-0.0205,-0.0332,1.0217,5.6152,2.8687,-0.7935
-0.0217,-0.0323,1.0216,5.9204,2.8076,-1.0986
-0.0212,-0.0334,1.0220,5.5542,2.6245,-0.7324
-0.0220,-0.0338,1.0219,5.7373,2.6855,-0.6104
-0.0217,-0.0331,1.0214,5.9204,2.6245,-0.7935
-0.0210,-0.0331,1.0203,5.6763,2.6245,-0.4883
-0.0216,-0.0339,1.0198,5.7373,2.5024,-0.4272
-0.0215,-0.0320,1.0222,5.6152,2.5635,-0.4272
-0.0221,-0.0350,1.0217,5.5542,2.7466,-0.4272
-0.0211,-0.0328,1.0210,5.7373,2.6245,-0.6714
-0.0212,-0.0332,1.0216,5.7373,2.5635,-0.7324
-0.0211,-0.0342,1.0212,5.7983,2.6855,-0.4883
-0.0212,-0.0333,1.0215,5.8594,2.8687,-0.6714
-0.0211,-0.0332,1.0221,5.7983,2.7466,-0.7324
-0.0217,-0.0334,1.0217,5.6763,2.8687,-0.8545
-0.0212,-0.0334,1.0228,5.7983,2.7466,-0.6104
-0.0209,-0.0338,1.0233,5.7983,2.6245,-0.6104
-0.0210,-0.0338,1.0209,5.5542,2.6855,-0.7935
-0.0220,-0.0337,1.0206,5.8594,2.8687,-0.6104
-0.0210,-0.0336,1.0223,5.7983,2.5024,-0.4883
-0.0209,-0.0339,1.0216,5.6763,2.6855,-0.3052
-0.0223,-0.0342,1.0199,5.6152,2.7466,-0.3662
-0.0222,-0.0338,1.0209,5.9204,2.8076,-0.4272
-0.0215,-0.0343,1.0220,6.0425,2.8076,-0.6104
-0.0227,-0.0337,1.0211,5.7373,2.8076,-0.6104
-0.0217,-0.0339,1.0222,5.6763,2.8076,-0.6714
-0.0215,-0.0338,1.0216,5.7983,2.7466,-0.7935
-0.0212,-0.0338,1.0209,5.7983,2.7466,-0.9766
-0.0210,-0.0328,1.0233,5.7983,2.6245,-0.7935
-0.0220,-0.0333,1.0193,5.6763,2.6855,-0.7935
-0.0206,-0.0336,1.0211,5.5542,2.5635,-0.6714
-0.0214,-0.0342,1.0216,5.8594,2.6855,-0.7324
-0.0219,-0.0349,1.0208,5.9204,2.7466,-0.7324
-0.0209,-0.0328,1.0219,5.6763,2.6855,-0.8545
-0.0216,-0.0330,1.0212,5.7983,2.8076,-0.6104
-0.0228,-0.0356,1.0200,5.9204,2.9297,-0.4883
-0.0221,-0.0317,1.0226,5.6763,2.8687,-0.5493
-0.0216,-0.0347,1.0197,5.9204,2.8076,-0.8545
-0.0228,-0.0323,1.0217,5.6152,2.9297,-0.4272
-0.0203,-0.0347,1.0212,5.6152,2.8076,-0.5493
-0.0210,-0.0344,1.0215,5.8594,2.9297,-0.5493
-0.0210,-0.0319,1.0212,5.8594,2.7466,-0.6714
-0.0220,-0.0332,1.0212,5.6763,2.8687,-0.5493
-0.0212,-0.0330,1.0210,5.9204,2.8076,-0.8545
-0.0220,-0.0336,1.0220,5.6763,2.6245,-0.6104
-0.0214,-0.0331,1.0199,5.6152,2.6855,-0.4272
-0.0200,-0.0332,1.0214,5.6763,2.9297,-0.4883
FIN_VENTANA
INICIO_VENTANA arriba
-0.0227,-0.0322,1.0243,5.7983,2.8076,-0.7324
-0.0200,-0.0359,1.0205,5.9814,2.7466,-0.7324
-0.0173,-0.0367,1.0251,5.7983,2.5635,-0.5493
-0.0282,-0.0297,1.0175,5.7983,2.4414,-0.5493
-0.0271,-0.0317,1.0204,5.7373,2.5635,-0.5493
-0.0221,-0.0350,1.0234,5.9204,2.6245,-0.6714
-0.0254,-0.0289,1.0212,5.7983,2.5635,-0.1831
-0.0233,-0.0312,1.0220,5.7983,2.5635,-0.7324
-0.0231,-0.0343,1.0192,5.8594,2.6245,-0.4272
-0.0219,-0.0333,1.0227,5.9814,2.6245,-0.3052
-0.0232,-0.0344,1.0244,5.7983,2.6855,-0.1831
-0.0233,-0.0332,1.0204,5.9814,2.8687,-0.4272
-0.0219,-0.0334,1.0243,5.7983,2.6855,-0.5493
-0.0239,-0.0336,1.0197,5.7983,2.7466,-0.3662
-0.0229,-0.0331,1.0229,5.9204,2.6855,-0.5493
-0.0226,-0.0344,1.0205,5.9204,2.6855,-0.3662
-0.0234,-0.0326,1.0232,5.9204,2.5635,-0.4883
-0.0237,-0.0336,1.0215,5.9814,2.8687,-0.4272
-0.0239,-0.0339,1.0199,5.9204,2.6245,-0.4883
-0.0228,-0.0333,1.0234,5.7983,2.8687,-0.4272
-0.0225,-0.0336,1.0212,5.8594,2.6855,-0.5493
-0.0227,-0.0336,1.0217,5.7983,2.8076,-0.6104
-0.0234,-0.0337,1.0219,5.8594,2.6855,-0.3662
-0.0231,-0.0325,1.0240,5.6152,2.8687,-0.1221
-0.0233,-0.0338,1.0217,5.8594,2.7466,-0.2441
-0.0225,-0.0333,1.0211,5.7983,2.6855,-0.4272
-0.0226,-0.0339,1.0211,5.7983,2.7466,-0.3662
-0.0233,-0.0327,1.0217,5.8594,2.7466,-0.4272
-0.0225,-0.0328,1.0217,5.9204,2.6855,-0.6714
-0.0234,-0.0344,1.0211,5.7983,2.9297,-0.5493
-0.0221,-0.0343,1.0205,5.9814,2.9297,-0.7935
-0.0231,-0.0350,1.0199,5.8594,2.8076,-0.6104
-0.0223,-0.0331,1.0234,5.7373,2.9297,-0.4883
-0.0198,-0.0333,1.0240,5.9204,2.8687,-0.4272
-0.0214,-0.0410,1.0024,5.7373,2.6855,-0.6714
-0.0200,-0.0375,1.0144,5.8594,2.6855,-0.7324
-0.0275,-0.0281,1.0266,5.7373,3.0518,-0.2441
-0.0251,-0.0316,1.0264,5.7983,2.6855,-0.3662
-0.0199,-0.0331,1.0258,5.9814,3.0518,0.0610
-0.0212,-0.0317,1.0215,5.8594,2.8687,-0.1831
-0.0214,-0.0331,1.0242,5.8594,2.7466,-0.3052
-0.0240,-0.0343,1.0206,5.9204,2.9297,-0.4883
-0.0236,-0.0334,1.0251,5.9204,2.7466,-0.7324
-0.0239,-0.0326,1.0211,5.7983,2.7466,-0.6104
-0.0228,-0.0337,1.0214,5.7983,2.8076,-0.6714
-0.0219,-0.0336,1.0212,5.9814,2.6855,-0.3662
-0.0236,-0.0348,1.0203,5.9814,2.9907,-0.4883
-0.0222,-0.0325,1.0239,5.7373,2.6245,-0.5493
-0.0225,-0.0336,1.0234,5.8594,2.6245,-0.3052
-0.0232,-0.0326,1.0262,5.7373,2.6245,-0.3662
-0.0237,-0.0342,1.0205,5.7373,2.7466,-0.6714
-0.0232,-0.0325,1.0238,5.9204,2.9297,-0.4272
-0.0220,-0.0325,1.0243,5.7373,2.9297,-0.3662
-0.0233,-0.0341,1.0205,5.8594,2.8076,-0.3052
-0.0223,-0.0332,1.0229,5.9204,2.7466,-0.4272
-0.0233,-0.0348,1.0205,5.8594,2.8076,-0.7935
-0.0229,-0.0325,1.0226,5.7983,2.8076,-0.7324
-0.0220,-0.0343,1.0206,5.8594,2.7466,-0.5493
-0.0220,-0.0339,1.0199,5.9204,2.7466,-0.5493
-0.0234,-0.0336,1.0220,5.9814,2.9297,-0.5493
-0.0223,-0.0334,1.0208,5.8594,2.9297,-0.4883
-0.0222,-0.0337,1.0237,5.7983,2.6855,-0.7324
-0.0225,-0.0338,1.0203,5.6152,3.0518,-0.4272
-0.0233,-0.0338,1.0205,5.9204,2.6245,-0.6104
-0.0229,-0.0325,1.0226,5.8594,2.7466,-0.9155
-0.0225,-0.0339,1.0211,5.9814,2.6855,-0.7935
-0.0234,-0.0321,1.0233,5.8594,2.8687,-0.7935
-0.0231,-0.0339,1.0205,5.7983,2.7466,-0.6104
-0.0238,-0.0336,1.0193,5.9204,2.8076,-0.4883
-0.0234,-0.0331,1.0214,5.8594,2.8687,-0.5493
-0.0225,-0.0341,1.0211,5.9814,2.9907,-0.3662
-0.0229,-0.0328,1.0242,5.9814,2.9297,-0.4883
-0.0225,-0.0342,1.0194,6.0425,2.8687,-0.2441
-0.0234,-0.0349,1.0189,6.1035,2.8076,-0.1831
-0.0225,-0.0352,1.0215,5.7373,2.8076,-0.4272
-0.0229,-0.0305,1.0210,5.8594,2.9297,-0.9766
-0.0223,-0.0337,1.0215,5.7373,2.8687,-0.5493
-0.0236,-0.0330,1.0223,5.9204,2.8076,-0.4272
-0.0222,-0.0344,1.0227,5.7373,2.8076,-0.3662
-0.0231,-0.0338,1.0222,5.8594,2.8687,-0.4272
-0.0234,-0.0309,1.0212,5.9204,2.6245,-0.6104
-0.0229,-0.0336,1.0214,5.7373,2.9297,-0.4272
-0.0226,-0.0328,1.0223,5.9204,2.6855,-0.4272
-0.0237,-0.0333,1.0221,5.9814,2.7466,-0.6714
-0.0227,-0.0334,1.0217,5.9204,2.6855,-0.4272
-0.0226,-0.0334,1.0225,5.6763,2.9297,-0.4272
-0.0226,-0.0347,1.0208,5.9814,2.7466,-0.5493
-0.0236,-0.0341,1.0217,6.0425,2.8076,-0.5493
-0.0232,-0.0332,1.0216,5.7983,2.9297,-0.6104
-0.0220,-0.0343,1.0214,5.8594,2.6245,-0.8545
-0.0233,-0.0337,1.0216,6.1035,2.6245,-0.7935
-0.0229,-0.0332,1.0212,5.9814,2.6855,-0.6714
-0.0238,-0.0333,1.0215,5.8594,2.8687,-0.5493
-0.0226,-0.0337,1.0210,5.9814,2.6855,-0.7324
-0.0225,-0.0338,1.0225,5.7373,2.6855,-0.6104
-0.0229,-0.0339,1.0217,5.9814,2.8076,-0.7935
-0.0232,-0.0337,1.0212,5.7983,2.8076,-0.6714
-0.0233,-0.0341,1.0206,5.8594,2.8076,-0.8545
-0.0227,-0.0333,1.0219,5.9814,2.6855,-0.7324
-0.0189,-0.0328,1.0203,5.7983,2.7466,-0.4272
FIN_VENTANA
INICIO_VENTANA arriba
-0.0245,-0.0311,1.0226,5.7983,2.7466,1.4648
-0.0231,-0.0354,1.0222,5.8594,2.8687,0.3662
-0.0247,-0.0317,1.0227,5.6763,2.6855,0.3662
-0.0237,-0.0322,1.0222,5.9814,2.7466,-0.3052
-0.0243,-0.0345,1.0220,5.6763,2.6855,-0.4272
-0.0240,-0.0339,1.0228,5.9204,2.8076,-0.5493
-0.0244,-0.0349,1.0215,5.9204,2.8076,-0.8545
-0.0234,-0.0327,1.0214,5.8594,2.7466,-0.7935
-0.0228,-0.0325,1.0222,5.8594,2.7466,-0.9155
-0.0226,-0.0341,1.0231,5.9204,2.6245,-0.6714
-0.0223,-0.0342,1.0228,5.8594,2.8076,-0.7324
-0.0234,-0.0344,1.0210,5.8594,2.8687,-0.5493
-0.0234,-0.0337,1.0225,5.7983,2.8076,-0.5493
-0.0247,-0.0339,1.0223,6.0425,2.8076,-0.6104
-0.0237,-0.0344,1.0219,5.7983,2.8687,-0.7935
-0.0233,-0.0328,1.0214,6.0425,2.8076,-0.8545
-0.0236,-0.0341,1.0223,5.7983,2.6855,-0.7324
-0.0236,-0.0339,1.0217,5.7373,2.7466,-0.7935
-0.0233,-0.0341,1.0217,5.5542,2.8076,-0.9155
-0.0243,-0.0332,1.0215,5.7983,2.8076,-0.7324
-0.0236,-0.0334,1.0214,5.8594,2.8687,-0.7324
-0.0232,-0.0341,1.0232,5.8594,2.8687,-0.4272
-0.0240,-0.0347,1.0220,5.9814,2.8076,-0.7935
-0.0238,-0.0330,1.0223,5.7373,2.8076,-0.4883
-0.0222,-0.0339,1.0212,5.8594,2.8687,-0.4883
-0.0236,-0.0338,1.0220,5.7983,2.8076,-0.4272
-0.0236,-0.0336,1.0247,5.6763,2.5635,-0.2441
-0.0239,-0.0332,1.0231,5.5542,2.6855,-0.4883
-0.0231,-0.0342,1.0222,5.8594,2.8687,-0.7324
-0.0231,-0.0336,1.0229,5.8594,2.8076,-0.6714
-0.0240,-0.0338,1.0208,5.5542,2.6245,-0.4883
-0.0239,-0.0336,1.0238,5.7373,2.8076,-0.6714
-0.0232,-0.0337,1.0208,5.8594,2.7466,-0.6104
-0.0225,-0.0341,1.0221,5.9204,2.7466,-0.6714
-0.0239,-0.0341,1.0222,5.9204,2.7466,-0.7935
-0.0231,-0.0343,1.0214,5.6763,2.7466,-0.6104
-0.0233,-0.0337,1.0233,5.7373,2.8076,-0.6104
-0.0239,-0.0344,1.0220,5.7373,2.5635,-0.7324
-0.0232,-0.0344,1.0219,5.7373,2.6855,-0.7324
-0.0247,-0.0328,1.0194,5.8594,2.6245,-0.7324
-0.0233,-0.0344,1.0236,5.6763,2.7466,-0.1831
-0.0229,-0.0337,1.0228,5.8594,2.5635,0.1221
-0.0221,-0.0430,1.0236,5.7373,2.6245,2.0752
-0.0278,-0.0298,1.0247,5.8594,2.3804,0.3662
-0.0276,0.0735,1.0280,1.7700,3.1738,12.2681
